"","year","week","Side","V1","V2","V3"
"129",2014,15,"FarSouthwest",4.35,60,1
"130",2014,15,"North",59.8,3840,9
"131",2014,15,"Northwest",6.875,240,1
"132",2014,15,"South",9.65,480,1
"133",2014,15,"Southeast",6.85,360,1
"134",2014,15,"Southwest",10.75,180,1
"135",2014,15,"West",25.2,1440,4
"136",2014,16,"Central",265.025,17760,40
"137",2014,16,"FarNorth",39.5,2340,4
"138",2014,16,"FarSouthwest",8.95,240,1
"139",2014,16,"North",57.4,3660,8
"140",2014,16,"Northwest",7.05,240,1
"141",2014,16,"South",9.1,480,1
"142",2014,16,"Southeast",6.875,120,1
"143",2014,16,"Southwest",9.85,300,1
"144",2014,16,"West",24.95,1380,4
"145",2014,17,"Central",270.5,18120,41
"146",2014,17,"FarNorth",40.75,2400,4
"147",2014,17,"FarSouthwest",6.5,30,1
"148",2014,17,"North",66.15,4380,10
"149",2014,17,"Northwest",6.5,240,1
"150",2014,17,"South",9.25,480,1
"151",2014,17,"Southeast",9.175,420,1
"152",2014,17,"Southwest",10.375,180,1
"153",2014,17,"West",27.875,1560,4
"154",2014,18,"Central",295.49,20040,44
"155",2014,18,"FarNorth",41.55,2460,4
"156",2014,18,"FarSouthwest",4.25,60,1
"157",2014,18,"North",65.85,4320,9
"158",2014,18,"Northwest",7.25,240,1
"159",2014,18,"South",9.25,480,1
"160",2014,18,"Southeast",9.3,390,1
"161",2014,18,"Southwest",11.525,300,1
"162",2014,18,"West",28.25,1620,4
"163",2014,19,"Central",272.15,18480,41
"164",2014,19,"FarNorth",42.1,2520,4
"165",2014,19,"FarSouthwest",5.775,60,1
"166",2014,19,"North",62.1,4020,9
"167",2014,19,"Northwest",6.65,240,1
"168",2014,19,"South",9.05,480,1
"169",2014,19,"Southeast",12.35,720,1
"170",2014,19,"Southwest",10.1,180,1
"171",2014,19,"West",26.6,1560,4
"172",2014,20,"Central",334.54,23220,49
"173",2014,20,"FarNorth",43.55,2580,4
"174",2014,20,"FarSouthwest",6.85,180,1
"175",2014,20,"North",68.775,4560,10
"176",2014,20,"Northwest",7.1,300,1
"177",2014,20,"South",8.05,420,1
"178",2014,20,"Southeast",5.75,90,1
"179",2014,20,"Southwest",9.8,180,1
"180",2014,20,"West",27.2,1560,4
"181",2014,21,"Central",309.45,21720,45
"182",2014,21,"FarNorth",42.475,2580,4
"183",2014,21,"FarSouthwest",5.875,60,1
"184",2014,21,"North",64,4200,9
"185",2014,21,"Northwest",6.9,240,1
"186",2014,21,"South",8.25,480,1
"187",2014,21,"Southeast",10.75,510,1
"188",2014,21,"Southwest",9.85,180,1
"189",2014,21,"West",26.6,1500,4
"190",2014,22,"Central",302.3,21240,43
"191",2014,22,"FarNorth",40.75,2460,4
"192",2014,22,"FarSouthwest",5.75,30,1
"193",2014,22,"North",68.695,4620,10
"194",2014,22,"Northwest",7.05,240,1
"195",2014,22,"South",8.975,480,1
"196",2014,22,"Southeast",9.075,390,1
"197",2014,22,"Southwest",10.3,180,1
"198",2014,22,"West",27,1620,4
"199",2014,23,"Central",301.405,21120,44
"200",2014,23,"FarNorth",41.75,2520,4
"201",2014,23,"FarSouthwest",12.45,60,1
"202",2014,23,"North",73.975,4980,10
"203",2014,23,"Northwest",6.7,240,1
"204",2014,23,"South",9.275,480,1
"205",2014,23,"Southeast",9.45,420,1
"206",2014,23,"Southwest",9.75,120,1
"207",2014,23,"West",26.1,1500,4
"208",2014,24,"Central",348.375,25260,50
"209",2014,24,"FarNorth",41.15,2460,4
"210",2014,24,"FarSouthwest",3.85,0,1
"211",2014,24,"North",64.05,4320,9
"212",2014,24,"Northwest",6.85,300,1
"213",2014,24,"South",8.575,480,1
"214",2014,24,"Southeast",6.575,240,1
"215",2014,24,"Southwest",9.75,180,1
"216",2014,24,"West",28,1680,4
"217",2014,25,"Central",308.8,21720,45
"218",2014,25,"FarNorth",43.15,2520,4
"219",2014,25,"FarSouthwest",7.675,270,1
"220",2014,25,"North",70,4680,10
"221",2014,25,"Northwest",6.575,240,1
"222",2014,25,"South",8.4,420,1
"223",2014,25,"Southeast",8.05,120,1
"224",2014,25,"Southwest",9.05,120,1
"225",2014,25,"West",27.17,1560,4
"226",2014,26,"Central",318.3,22740,46
"227",2014,26,"FarNorth",42.3,2580,4
"228",2014,26,"FarSouthwest",8.85,60,1
"229",2014,26,"North",69.8,4740,10
"230",2014,26,"Northwest",6.85,240,1
"231",2014,26,"South",9.25,480,1
"232",2014,26,"Southeast",6.5,240,1
"233",2014,26,"Southwest",9.25,120,1
"234",2014,26,"West",25.85,1440,4
"235",2014,27,"Central",249.86,17280,37
"236",2014,27,"FarNorth",37.55,2220,4
"237",2014,27,"FarSouthwest",5.05,60,1
"238",2014,27,"North",60.05,3780,9
"239",2014,27,"Northwest",7.075,240,1
"240",2014,27,"South",9.75,540,1
"241",2014,27,"Southeast",6.5,240,1
"242",2014,27,"Southwest",9.5,180,1
"243",2014,27,"West",24.8,1320,4
"244",2014,28,"Central",273.875,19530,41
"245",2014,28,"FarNorth",37.7,2220,3
"246",2014,28,"FarSouthwest",9.85,360,1
"247",2014,28,"North",63.15,4260,9
"248",2014,28,"Northwest",7.05,240,1
"249",2014,28,"South",9.45,540,1
"250",2014,28,"Southeast",10.2,570,1
"251",2014,28,"Southwest",11.05,180,1
"252",2014,28,"West",26.1,1500,4
"253",2014,29,"Central",293.925,21240,43
"254",2014,29,"FarNorth",38.9,2340,3
"255",2014,29,"FarSouthwest",6.675,150,1
"256",2014,29,"North",65.975,4530,9
"257",2014,29,"Northwest",7.05,300,1
"258",2014,29,"South",9.7,480,1
"259",2014,29,"Southeast",7.25,360,1
"260",2014,29,"Southwest",10.25,240,1
"261",2014,29,"West",25.85,1500,4
"262",2014,30,"Central",290.155,20880,42
"263",2014,30,"FarNorth",37.45,2220,3
"264",2014,30,"FarSouthwest",7.375,270,1
"265",2014,30,"North",65.775,4440,9
"266",2014,30,"Northwest",6.5,180,1
"267",2014,30,"South",9.25,480,1
"268",2014,30,"Southeast",12.25,420,1
"269",2014,30,"Southwest",9.875,180,1
"270",2014,30,"West",24.2,1380,4
"271",2014,31,"Central",308.225,22260,44
"272",2014,31,"FarNorth",39.65,2400,4
"273",2014,31,"FarSouthwest",5.65,60,1
"274",2014,31,"North",57.8,3840,8
"275",2014,31,"Northwest",6.85,240,1
"276",2014,31,"South",8.65,480,1
"277",2014,31,"Southeast",6.5,240,1
"278",2014,31,"Southwest",9.75,180,1
"279",2014,31,"West",24.4,1380,4
"280",2014,32,"Central",273.6,19200,40
"281",2014,32,"FarNorth",38.75,2280,3
"282",2014,32,"FarSouthwest",7.15,210,1
"283",2014,32,"North",60.83,4200,8
"284",2014,32,"Northwest",6.975,240,1
"285",2014,32,"South",9.65,480,1
"286",2014,32,"Southeast",7.85,360,1
"287",2014,32,"Southwest",9.75,180,1
"288",2014,32,"West",23,1260,4
"289",2014,33,"Central",281.625,19680,41
"290",2014,33,"FarNorth",39.05,2340,3
"291",2014,33,"FarSouthwest",3.85,60,1
"292",2014,33,"North",59.05,3960,8
"293",2014,33,"Northwest",7.05,240,1
"294",2014,33,"South",8.45,480,1
"295",2014,33,"Southeast",10.45,360,1
"296",2014,33,"Southwest",9.05,180,1
"297",2014,33,"West",25.15,1440,4
"298",2014,34,"Central",283.15,19800,42
"299",2014,34,"FarNorth",40.95,2460,4
"300",2014,34,"FarSouthwest",6.475,30,1
"301",2014,34,"North",62.5,4140,9
"302",2014,34,"Northwest",6.85,240,1
"303",2014,34,"South",8.45,420,1
"304",2014,34,"Southeast",4.65,90,1
"305",2014,34,"Southwest",8.5,120,1
"306",2014,34,"West",25.75,1500,4
"307",2014,35,"Central",275.1,19260,41
"308",2014,35,"FarNorth",37.925,2340,3
"309",2014,35,"FarSouthwest",6.65,150,1
"310",2014,35,"North",51.6,3240,7
"311",2014,35,"Northwest",7.1,240,1
"312",2014,35,"South",8.475,480,1
"313",2014,35,"Southeast",6.5,210,1
"314",2014,35,"Southwest",8.3,180,1
"315",2014,35,"West",28.05,1620,4
"316",2014,36,"Central",235.5,16020,35
"317",2014,36,"FarNorth",38.55,2340,4
"318",2014,36,"FarSouthwest",4.35,150,1
"319",2014,36,"North",59.05,3900,8
"320",2014,36,"Northwest",6.5,240,1
"321",2014,36,"South",9.45,480,1
"322",2014,36,"Southeast",9.675,360,1
"323",2014,36,"Southwest",8.05,120,1
"324",2014,36,"West",25.53,1440,4
"325",2014,37,"Central",324.75,23040,46
"326",2014,37,"FarNorth",40,2460,4
"327",2014,37,"FarSouthwest",4.25,60,1
"328",2014,37,"North",58.2,3960,8
"329",2014,37,"Northwest",7.05,300,1
"330",2014,37,"South",8.445,420,1
"331",2014,37,"Southeast",7.175,300,1
"332",2014,37,"Southwest",8.3,60,1
"333",2014,37,"West",31.645,1920,4
"334",2014,38,"Central",284.945,19560,43
"335",2014,38,"FarNorth",39.15,2340,4
"336",2014,38,"FarSouthwest",4.15,0,1
"337",2014,38,"North",56.525,3780,8
"338",2014,38,"Northwest",7.1,240,1
"339",2014,38,"South",9.45,480,1
"340",2014,38,"Southeast",4.65,0,1
"341",2014,38,"Southwest",8.3,120,1
"342",2014,38,"West",24.4,1380,4
"343",2014,39,"Central",272,18600,41
"344",2014,39,"FarNorth",37.9,2280,3
"345",2014,39,"FarSouthwest",5.15,0,1
"346",2014,39,"North",53,3480,8
"347",2014,39,"Northwest",6.875,180,1
"348",2014,39,"South",9.45,540,1
"349",2014,39,"Southeast",6.7,60,1
"350",2014,39,"Southwest",8.3,120,1
"351",2014,39,"West",25.225,1440,4
"352",2014,40,"Central",279.95,19200,42
"353",2014,40,"FarNorth",39.85,2400,4
"354",2014,40,"FarSouthwest",5.25,60,1
"355",2014,40,"North",49.135,3180,7
"356",2014,40,"Northwest",6.5,240,1
"357",2014,40,"South",8.65,480,1
"358",2014,40,"Southeast",7.05,360,1
"359",2014,40,"Southwest",8.5,120,1
"360",2014,40,"West",25.475,1440,4
"361",2014,41,"Central",296.93,20880,43
"362",2014,41,"FarNorth",40.7,2400,3
"363",2014,41,"FarSouthwest",3.25,0,1
"364",2014,41,"North",47.5,3060,7
"365",2014,41,"Northwest",7.05,240,1
"366",2014,41,"South",8.09,420,1
"367",2014,41,"Southeast",5.25,120,1
"368",2014,41,"Southwest",9.3,180,1
"369",2014,41,"West",24.15,1380,4
"370",2014,42,"Central",346.65,24960,50
"371",2014,42,"FarNorth",41.25,2520,4
"372",2014,42,"FarSouthwest",5.95,60,1
"373",2014,42,"North",53,3420,8
"374",2014,42,"Northwest",6.5,240,1
"375",2014,42,"South",8.25,480,1
"376",2014,42,"Southeast",6.9,180,1
"377",2014,42,"Southwest",8.05,120,1
"378",2014,42,"West",27.4,1560,4
"379",2014,43,"Central",276.125,19050,41
"380",2014,43,"FarNorth",39.95,2520,3
"381",2014,43,"FarSouthwest",6.5,60,1
"382",2014,43,"North",49.55,3180,7
"383",2014,43,"Northwest",6.65,240,1
"384",2014,43,"South",8.9,480,1
"385",2014,43,"Southeast",6.975,120,1
"386",2014,43,"Southwest",8.45,120,1
"387",2014,43,"West",24.975,1440,4
"388",2014,44,"Central",314.01,22200,45
"389",2014,44,"FarNorth",41.375,2460,4
"390",2014,44,"FarSouthwest",4.65,0,1
"391",2014,44,"North",64.65,4500,9
"392",2014,44,"Northwest",6.85,300,1
"393",2014,44,"South",8.5,480,1
"394",2014,44,"Southeast",6.8,360,1
"395",2014,44,"Southwest",8.65,120,1
"396",2014,44,"West",28.8,1680,4
"397",2014,45,"Central",317.28,22680,46
"398",2014,45,"FarNorth",39.975,2400,4
"399",2014,45,"FarSouthwest",4.15,90,1
"400",2014,45,"North",49.62,3180,7
"401",2014,45,"Northwest",7.25,300,1
"402",2014,45,"South",9.45,480,1
"403",2014,45,"Southeast",7.05,360,1
"404",2014,45,"Southwest",8.3,120,1
"405",2014,45,"West",25.45,1500,4
"406",2014,46,"Central",299.7,20880,45
"407",2014,46,"FarNorth",39.8,2400,4
"408",2014,46,"FarSouthwest",10.05,150,1
"409",2014,46,"North",50.93,3180,8
"410",2014,46,"Northwest",6.65,240,1
"411",2014,46,"South",9.1,480,1
"412",2014,46,"Southeast",6.45,240,1
"413",2014,46,"Southwest",8.5,120,1
"414",2014,46,"West",27.45,1620,4
"415",2014,47,"Central",306.96,21600,46
"416",2014,47,"FarNorth",39.05,2400,4
"417",2014,47,"FarSouthwest",6.275,30,1
"418",2014,47,"North",52.45,3420,8
"419",2014,47,"Northwest",6.65,240,1
"420",2014,47,"South",8.65,480,1
"421",2014,47,"Southeast",6.5,180,1
"422",2014,47,"Southwest",8.445,180,1
"423",2014,47,"West",27.4,1560,4
"424",2014,48,"Central",215.85,14700,33
"425",2014,48,"FarNorth",37.3,2280,3
"426",2014,48,"FarSouthwest",6.85,240,1
"427",2014,48,"North",37.2,2340,5
"428",2014,48,"Northwest",6.5,240,1
"429",2014,48,"South",9.2,480,1
"430",2014,48,"Southeast",7.45,300,1
"431",2014,48,"Southwest",9.05,180,1
"432",2014,48,"West",21.2,1200,3
"433",2014,49,"Central",371.2,26340,54
"434",2014,49,"FarNorth",40.15,2400,4
"435",2014,49,"FarSouthwest",5.35,90,1
"436",2014,49,"North",52.4,3420,8
"437",2014,49,"Northwest",6.65,240,1
"438",2014,49,"South",9.37,480,1
"439",2014,49,"Southeast",6.5,60,1
"440",2014,49,"Southwest",8.65,150,1
"441",2014,49,"West",27.6,1560,4
"442",2014,50,"Central",295.35,20280,45
"443",2014,50,"FarNorth",38.7,2280,4
"444",2014,50,"FarSouthwest",8.35,90,1
"445",2014,50,"North",56.15,3720,8
"446",2014,50,"Northwest",6.65,240,1
"447",2014,50,"South",8.65,480,1
"448",2014,50,"Southeast",9.5,300,1
"449",2014,50,"Southwest",8.5,120,1
"450",2014,50,"West",29.65,1680,4
"451",2014,51,"Central",317.16,22200,48
"452",2014,51,"FarNorth",36.7,2100,3
"453",2014,51,"FarSouthwest",6.05,60,1
"454",2014,51,"North",53.25,3360,8
"455",2014,51,"Northwest",6.85,300,1
"456",2014,51,"South",9.7,480,1
"457",2014,51,"Southeast",4.45,120,1
"458",2014,51,"Southwest",8.3,180,1
"459",2014,51,"West",28,1620,4
"460",2014,52,"Central",158.4,10620,25
"461",2014,52,"FarNorth",34.45,2040,3
"462",2014,52,"FarSouthwest",5.65,300,1
"463",2014,52,"North",30.85,1800,5
"464",2014,52,"Northwest",6.65,240,1
"465",2014,52,"South",10.9,540,1
"466",2014,52,"Southeast",6.5,180,1
"467",2014,52,"Southwest",9.875,300,1
"468",2014,52,"West",18.95,1020,3
